image_id,box_id
MHR.8483.jpg,68
MHR.8483.jpg,69
MHR.8483.jpg,70
MHR.8483.jpg,90
MHR.8483.jpg,52
MHR.8483.jpg,14
MHR.8483.jpg,12
MHR.8483.jpg,8
MHR.8483.jpg,44
MHR.8516.jpg,2
MHR.8516.jpg,11
MHR.8516.jpg,13
MHR.8516.jpg,14
MHR.8516.jpg,16
MHR.8516.jpg,17
MHR.8516.jpg,18
MHR.8516.jpg,20
MHR.8516.jpg,23
MHR.8516.jpg,30
MHR.8516.jpg,31
MHR.8516.jpg,33
MHR.8516.jpg,35
MHR.8516.jpg,37
MHR.8516.jpg,38
MHR.8516.jpg,49
MHR.8516.jpg,52
MHR.8516.jpg,59
MHR.8516.jpg,74
MHR.8750.jpg,2
MHR.8750.jpg,11
MHR.8750.jpg,13
MHR.8750.jpg,14
MHR.8750.jpg,15
MHR.8750.jpg,16
MHR.8750.jpg,17
MHR.8750.jpg,18
MHR.8750.jpg,20
MHR.8750.jpg,21
MHR.8750.jpg,22
MHR.8750.jpg,23
MHR.8750.jpg,24
MHR.8750.jpg,28
MHR.8750.jpg,29
MHR.8750.jpg,31
MHR.8750.jpg,33
MHR.8750.jpg,34
MHR.8750.jpg,35
MHR.8750.jpg,36
MHR.8750.jpg,37
MHR.8750.jpg,39
MHR.8750.jpg,40
MHR.8750.jpg,41
MHR.8750.jpg,42
MHR.8750.jpg,43
MHR.8750.jpg,44
MHR.8750.jpg,45
MHR.8750.jpg,46
MHR.8750.jpg,49
MHR.8750.jpg,55
MHR.8750.jpg,56
MHR.8750.jpg,57
MHR.8750.jpg,61
MHR.8750.jpg,66
MHR.8750.jpg,68
MHR.8750.jpg,12
MHR.12622.jpg,1
MHR.12622.jpg,2
MHR.12622.jpg,5
MHR.12622.jpg,9
MHR.12622.jpg,10
MHR.12622.jpg,11
MHR.12622.jpg,12
MHR.12622.jpg,13
MHR.12622.jpg,15
MHR.12622.jpg,16
MHR.12622.jpg,17
MHR.12622.jpg,18
MHR.12622.jpg,19
MHR.12622.jpg,20
MHR.12622.jpg,21
MHR.12622.jpg,21
MHR.12622.jpg,22
MHR.12622.jpg,24
MHR.12622.jpg,25
MHR.12622.jpg,26
MHR.12622.jpg,27
MHR.12622.jpg,33
MHR.12622.jpg,35
MHR.12622.jpg,36
MHR.12622.jpg,38
MHR.12622.jpg,40
MHR.12622.jpg,41
MHR.12622.jpg,43
MHR.12622.jpg,44
MHR.12622.jpg,45
MHR.12622.jpg,46
MHR.12622.jpg,47
MHR.12622.jpg,48
MHR.12622.jpg,49
MHR.12622.jpg,50
MHR.12622.jpg,51
MHR.12622.jpg,52
MHR.12622.jpg,53
MHR.12622.jpg,54
MHR.12622.jpg,55
MHR.12622.jpg,56
MHR.12622.jpg,59
MHR.12622.jpg,60
MHR.12622.jpg,62
MHR.12622.jpg,66
MHR.12622.jpg,69
MHR.12622.jpg,70
MHR.12622.jpg,73
MHR.12622.jpg,76
MHR.12622.jpg,80
MHR.12622.jpg,81
MHR.12622.jpg,82
MHR.12622.jpg,83
MHR.12622.jpg,84
MHR.12622.jpg,42
MHR.12622.jpg,39
MHR.12622.jpg,6
